songsListened_monthly,tenure,subscription_spending_$,cluster
404.95,19.0,256,3
348.59375,31.0,197,3
257.72727272727275,10.0,225,3
16.22222222222222,44.0,0,1
50.17142857142857,34.0,0,0
268.4390243902439,40.0,0,3
55.95238095238095,83.0,0,1
290.27272727272725,21.0,44,3
85.17808219178082,72.0,0,1
74.96153846153847,51.0,3,1
29.041666666666668,23.0,30,0
112.1509433962264,52.0,8,1
378.1384615384615,64.0,0,3
23.25925925925926,26.0,1,0
9.395348837209305,42.0,0,1
0.0384615384615384,25.0,0,0
66.28260869565217,45.0,1,1
89.92424242424242,65.0,8,1
104.84615384615384,25.0,46,0
194.33333333333337,23.0,428,3
137.1320754716981,52.0,51,1
33.58064516129032,30.0,59,0
326.6857142857143,34.0,0,3
167.45714285714286,34.0,0,0
9.418604651162791,42.0,0,1
4.0,5.0,0,0
0.0,45.0,0,1
21.576923076923077,25.0,219,0
0.0,40.0,0,0
328.69767441860466,42.0,88,3
19.95,39.0,125,0
2.3513513513513513,36.0,12,0
0.0,35.0,0,0
146.32894736842104,75.0,61,1
243.28205128205127,38.0,6,3
0.6976744186046512,42.0,5,1
0.0,43.0,0,1
8.54054054054054,36.0,0,0
3.4237288135593222,58.0,36,1
39.2,69.0,0,1
272.5,13.0,22,3
105.13157894736842,37.0,1,0
0.1136363636363636,43.0,1,1
468.0,43.0,3,3
24.384615384615383,25.0,214,0
183.52777777777777,35.0,7,0
135.9193548387097,61.0,8,1
16.672727272727272,54.0,0,1
0.6,34.0,0,0
93.02702702702705,73.0,24,1
238.6818181818182,21.0,249,3
0.0,26.0,0,0
0.8888888888888888,26.0,0,0
96.6734693877551,48.0,64,1
156.64864864864865,73.0,1,1
17.423076923076923,25.0,15,0
352.8857142857143,69.0,199,3
7.883720930232558,42.0,2,1
0.0,6.0,0,0
0.0,30.0,0,0
146.61111111111111,53.0,181,1
3.235294117647059,50.0,0,1
436.225,39.0,10,3
15.884615384615383,25.0,43,0
257.4634146341463,40.0,9,3
1.9038461538461535,51.0,0,1
0.0625,63.0,0,1
112.77777777777776,35.0,0,0
448.7,19.0,15,3
185.91666666666663,11.0,256,0
50.97435897435897,38.0,3,0
0.5,15.0,103,0
45.36507936507937,62.0,5,1
6.953846153846154,64.0,24,1
61.577777777777776,44.0,25,1
110.83018867924528,52.0,0,1
31.57894736842105,18.0,104,0
0.4210526315789473,37.0,0,0
115.1818181818182,21.0,0,0
445.7291666666667,47.0,10,3
67.65789473684211,37.0,28,0
201.28571428571428,27.0,0,0
0.0,56.0,0,1
36.42857142857143,27.0,18,0
12.46341463414634,40.0,18,0
486.2105263157895,56.0,208,3
12.785714285714286,83.0,0,1
303.52272727272725,43.0,585,2
33.214285714285715,27.0,0,0
348.1,29.0,0,3
1.5932203389830508,58.0,1,1
29.636363636363637,32.0,62,0
148.96875,31.0,0,0
104.6851851851852,53.0,436,1
224.377358490566,52.0,299,3
186.9,19.0,10,0
215.2,54.0,118,3
221.64102564102564,77.0,42,1
51.11538461538461,25.0,16,0
14.693877551020408,48.0,5,1
287.2439024390244,40.0,34,3
26.22222222222222,26.0,4,0
28.864864864864863,36.0,2,0
1.5,19.0,0,0
48.111111111111114,44.0,3,1
20.262295081967213,60.0,120,1
22.434782608695652,22.0,2,0
9.086206896551724,57.0,5,1
34.51851851851852,26.0,1,0
469.7647058823529,84.0,0,3
137.6,14.0,16,0
105.66666666666669,35.0,1,0
19.733333333333334,29.0,0,0
9.285714285714286,20.0,50,0
0.0,29.0,0,0
57.80952380952381,20.0,258,0
4.980392156862745,50.0,0,1
10.507692307692308,64.0,6,1
4.487179487179487,38.0,1,0
6.074074074074074,53.0,3,1
201.5,7.0,27,0
55.06849315068493,72.0,54,1
4.415094339622642,52.0,14,1
45.611111111111114,17.0,51,0
42.51219512195122,40.0,0,0
185.25,47.0,0,1
1.25,19.0,4,0
0.0,16.0,0,0
106.57142857142856,6.0,17,0
8.71875,31.0,1,0
4.9411764705882355,50.0,0,1
2.1666666666666665,11.0,5,0
0.2558139534883721,42.0,0,1
80.73333333333333,14.0,36,0
2.5531914893617023,46.0,17,1
3.111111111111111,26.0,100,0
0.4,19.0,3,0
0.7142857142857143,6.0,0,0
0.1159420289855072,68.0,8,1
68.95833333333333,23.0,219,0
57.25,55.0,0,1
120.54285714285714,34.0,23,0
347.26190476190476,83.0,0,3
1.3666666666666667,29.0,0,0
318.5,41.0,255,3
0.0,35.0,0,0
2.7333333333333334,44.0,0,1
140.48648648648648,36.0,17,0
47.27272727272727,21.0,4,0
111.47311827956987,92.0,156,1
1.1714285714285717,34.0,0,0
35.30769230769231,25.0,29,0
0.0,83.0,0,1
23.195121951219512,40.0,19,0
97.36363636363636,32.0,179,0
56.01724137931034,57.0,20,1
0.8888888888888888,44.0,0,1
274.9047619047619,20.0,0,3
0.6428571428571429,41.0,15,0
24.092105263157897,75.0,0,1
33.26923076923077,77.0,0,1
3.926829268292683,40.0,30,0
36.4390243902439,40.0,1,0
68.43636363636364,54.0,324,1
2.0,41.0,5,0
0.0166666666666666,59.0,0,1
10.83673469387755,48.0,5,1
385.46666666666664,59.0,10,3
7.416666666666667,47.0,0,1
37.57446808510638,46.0,1,1
340.84313725490193,50.0,12,3
7.615384615384615,25.0,93,0
3.764705882352941,50.0,0,1
3.727272727272727,43.0,1,1
349.0,23.0,5,3
310.8679245283019,52.0,58,3
0.7575757575757576,32.0,7,0
388.3658536585366,81.0,36,3
99.85,39.0,313,0
8.169230769230769,64.0,4,1
417.57142857142856,13.0,11,3
114.84,24.0,0,0
1.6307692307692307,64.0,5,1
182.68055555555551,71.0,4,1
53.73913043478261,22.0,18,0
1.6,49.0,0,1
13.5,25.0,239,0
0.5714285714285714,20.0,2,0
11.941176470588236,16.0,122,0
19.682926829268293,40.0,198,0
23.73076923076923,25.0,102,0
299.02127659574467,46.0,2,3
217.53125,31.0,0,3
16.928571428571427,13.0,1,0
20.565217391304348,45.0,1,1
8.366666666666667,59.0,0,1
2.269230769230769,51.0,9,1
97.71428571428572,48.0,0,1
23.50793650793651,62.0,9,1
22.76923076923077,25.0,82,0
148.47916666666666,47.0,82,1
106.03125,31.0,1,0
128.2394366197183,70.0,0,1
52.30769230769231,38.0,18,0
0.0,8.0,0,0
136.73076923076923,25.0,466,0
413.8095238095238,41.0,251,3
250.19354838709677,30.0,7,3
105.53846153846152,25.0,78,0
18.857142857142858,20.0,26,0
119.25925925925924,53.0,80,1
240.0,32.0,2,3
0.0,38.0,0,0
56.895833333333336,47.0,107,1
236.16216216216216,36.0,31,3
61.68421052631579,18.0,20,0
411.4074074074074,26.0,0,3
234.84444444444443,89.0,3,1
8.38888888888889,17.0,1,0
324.84615384615387,38.0,57,3
4.6,14.0,1,0
83.56521739130434,22.0,15,0
203.14705882352945,33.0,5,3
13.318181818181818,43.0,0,1
227.9111111111111,44.0,7,3
195.1081081081081,36.0,49,3
42.77142857142857,34.0,0,0
47.51724137931034,57.0,0,1
3.4054054054054053,36.0,3,0
22.0625,47.0,1,1
7.714285714285714,41.0,0,0
202.76190476190476,41.0,0,3
123.11428571428571,34.0,4,0
21.37037037037037,26.0,0,0
45.09230769230769,64.0,10,1
198.12121212121212,65.0,27,1
65.87179487179488,38.0,73,0
0.0,9.0,0,0
4.78,49.0,11,1
41.023809523809526,41.0,0,0
45.092592592592595,53.0,6,1
1.0151515151515151,65.0,2,1
130.5,45.0,201,1
87.3157894736842,18.0,7,0
114.74137931034484,57.0,26,1
374.7741935483871,61.0,164,3
38.18181818181818,21.0,503,0
234.72941176470587,84.0,267,1
0.0,29.0,0,0
0.0,59.0,0,1
72.22222222222223,26.0,42,0
4.416666666666667,23.0,2,0
9.0,28.0,9,0
187.3846153846154,38.0,2,0
31.771428571428572,69.0,0,1
55.97014925373134,66.0,0,1
159.67391304347825,45.0,141,1
51.27272727272727,10.0,9,0
3.6875,15.0,0,0
365.9607843137254,50.0,0,3
265.2631578947368,37.0,71,3
0.0,22.0,0,0
55.71212121212121,65.0,3,1
2.0930232558139537,42.0,0,1
43.130434782608695,22.0,0,0
8.307692307692308,25.0,167,0
392.4492753623188,68.0,782,2
314.8,39.0,5,3
123.09803921568628,50.0,12,1
414.4745762711864,58.0,0,3
0.0,32.0,0,0
1.3333333333333333,50.0,41,1
0.0,18.0,0,0
188.84782608695653,45.0,107,3
27.636363636363637,54.0,0,1
22.692307692307693,25.0,13,0
16.90909090909091,43.0,25,1
399.25,27.0,0,3
0.1944444444444444,35.0,109,0
0.0,43.0,0,1
1.238095238095238,20.0,0,0
196.26666666666668,59.0,0,1
68.27118644067797,58.0,0,1
0.1538461538461538,25.0,3,0
64.58823529411765,16.0,0,0
271.85714285714283,69.0,61,3
0.0,24.0,0,0
0.4406779661016949,58.0,0,1
153.16666666666666,17.0,3,0
67.42857142857143,41.0,50,0
7.566666666666666,29.0,39,0
98.48717948717947,38.0,18,0
39.53333333333333,29.0,0,0
113.7872340425532,46.0,129,1
0.0,40.0,6,0
156.8,24.0,0,0
159.04166666666666,23.0,0,0
210.65714285714284,34.0,0,3
37.47058823529411,16.0,0,0
0.0,38.0,0,0
289.42,49.0,19,3
3.3333333333333335,41.0,2,0
7.627450980392157,50.0,0,1
0.081967213114754,60.0,20,1
110.40625,31.0,65,0
11.3125,31.0,16,0
159.0,41.0,416,3
135.97222222222223,71.0,41,1
415.9736842105263,37.0,742,2
0.4,24.0,2,0
207.88888888888889,8.0,127,0
13.478260869565217,22.0,191,0
87.17647058823529,16.0,6,0
354.1388888888889,35.0,15,3
96.18,49.0,0,1
74.5625,15.0,854,2
93.16129032258064,30.0,480,0
464.55263157894734,37.0,48,3
378.375,71.0,102,3
146.13333333333333,29.0,189,0
490.96774193548384,61.0,16,3
238.32,49.0,0,3
208.28,24.0,1,0
321.8,24.0,2,3
0.7391304347826086,22.0,0,0
163.96153846153845,25.0,14,0
60.1,19.0,26,0
260.15555555555557,44.0,35,3
307.64912280701753,56.0,0,3
10.902439024390244,81.0,1,1
0.0,59.0,0,1
7.421052631578948,18.0,36,0
83.93333333333334,59.0,28,1
9.423076923076923,25.0,1,0
293.8666666666667,59.0,0,3
62.49152542372882,58.0,2,1
29.77777777777778,17.0,48,0
18.555555555555557,17.0,8,0
50.107142857142854,55.0,0,1
463.6,14.0,0,3
0.7222222222222222,35.0,0,0
0.04,24.0,0,0
422.38271604938274,80.0,430,3
0.0,70.0,0,1
19.25,31.0,4,0
85.51612903225806,30.0,1,0
0.0833333333333333,47.0,0,1
119.21428571428572,41.0,0,1
3.588235294117647,33.0,18,0
1.2105263157894737,37.0,17,0
176.075,39.0,0,0
57.65625,63.0,0,1
0.3333333333333333,5.0,39,0
47.473684210526315,75.0,28,1
85.45762711864407,58.0,23,1
33.333333333333336,53.0,0,1
13.930232558139537,42.0,27,1
0.0,1.0,0,0
3.320754716981132,52.0,0,1
84.1842105263158,37.0,33,0
0.1304347826086956,22.0,1,0
0.0,51.0,0,1
15.838709677419354,30.0,0,0
383.4918032786885,60.0,600,2
113.15,59.0,18,1
39.02777777777778,35.0,1,0
71.76829268292683,81.0,86,1
0.0,9.0,0,0
194.04347826086956,22.0,39,0
0.0666666666666666,59.0,0,1
22.695652173913043,22.0,24,0
14.224489795918368,48.0,2,1
98.88235294117646,16.0,73,0
148.25,71.0,0,1
205.68,49.0,5,1
1.5238095238095235,20.0,34,0
14.102564102564102,77.0,37,1
0.0,48.0,0,1
4.531914893617022,46.0,0,1
54.76923076923077,25.0,6,0
265.5777777777778,44.0,0,3
3.4705882352941178,16.0,2,0
0.0,62.0,0,1
0.0178571428571428,55.0,0,1
0.0333333333333333,29.0,0,0
32.15,19.0,1,0
259.3939393939394,65.0,2,3
0.0,71.0,0,1
0.2608695652173913,22.0,0,0
44.41463414634146,40.0,27,0
26.454545454545453,21.0,29,0
0.0,47.0,0,1
46.23076923076923,25.0,42,0
419.125,23.0,0,3
119.53333333333332,14.0,28,0
280.1111111111111,53.0,492,3
285.2835820895522,66.0,0,3
32.51851851851852,26.0,53,0
422.0625,31.0,27,3
203.94623655913975,92.0,2,1
2.2903225806451615,30.0,0,0
11.0,13.0,30,0
54.77333333333333,74.0,7,1
10.615384615384617,25.0,218,0
37.01754385964912,56.0,10,1
115.275,39.0,15,0
1.4166666666666667,11.0,5,0
33.85294117647059,67.0,1,1
327.7826086956522,45.0,30,3
398.0512820512821,77.0,0,3
0.0666666666666666,29.0,2,0
0.0,14.0,0,0
193.94736842105263,18.0,41,0
194.94285714285715,34.0,7,0
36.5,63.0,22,1
18.36111111111111,35.0,6,0
81.23529411764706,16.0,48,0
173.3846153846154,25.0,385,0
373.61290322580646,30.0,4,3
377.8333333333333,29.0,0,3
35.5,13.0,307,0
7.294117647058823,16.0,5,0
253.11363636363637,87.0,159,1
0.0,37.0,0,0
0.0,33.0,0,0
8.386363636363637,87.0,0,1
19.058823529411764,33.0,1,0
115.95238095238096,41.0,56,1
18.0,18.0,0,0
317.29824561403507,56.0,542,2
44.65384615384615,25.0,157,0
105.8181818181818,65.0,0,1
112.2,89.0,0,1
12.5,15.0,83,0
110.26923076923076,77.0,0,1
26.274193548387096,61.0,388,1
0.0,46.0,0,1
67.49056603773585,52.0,4,1
56.473684210526315,75.0,10,1
34.282051282051285,38.0,14,0
0.0,43.0,0,1
34.82051282051282,38.0,60,0
77.72972972972973,36.0,546,2
31.5,23.0,30,0
30.4375,15.0,67,0
219.17142857142855,34.0,85,3
243.3181818181818,21.0,0,3
7.014285714285714,69.0,24,1
4.857142857142857,41.0,19,0
4.214285714285714,41.0,24,0
155.0,82.0,149,1
80.08823529411765,33.0,0,0
5.352941176470588,33.0,0,0
32.333333333333336,17.0,0,0
0.0,55.0,0,1
236.35,19.0,277,3
75.07692307692308,12.0,4,0
330.2857142857143,20.0,100,3
0.6774193548387096,30.0,0,0
0.8181818181818182,21.0,0,0
10.954545454545457,21.0,121,0
36.5,13.0,66,0
352.625,63.0,204,3
12.352941176470589,33.0,4,0
240.77777777777777,35.0,0,3
72.7,39.0,10,0
20.471698113207548,52.0,9,1
347.06666666666666,14.0,27,3
318.75,19.0,62,3
0.0,57.0,0,1
0.125,15.0,0,0
18.62962962962963,53.0,94,1
109.27083333333331,47.0,0,1
91.33783783783784,73.0,7,1
0.2,9.0,15,0
310.48,49.0,15,3
11.1,19.0,190,0
259.2040816326531,48.0,132,3
185.0,17.0,184,0
12.142857142857142,13.0,15,0
165.33333333333334,62.0,107,1
402.6666666666667,32.0,1,3
181.55555555555551,35.0,0,0
29.454545454545453,21.0,69,0
96.36363636363636,76.0,0,1
74.8641975308642,80.0,0,1
0.0,51.0,0,1
41.28282828282829,98.0,82,1
0.0512820512820512,38.0,0,0
2.6666666666666665,41.0,1,0
318.8,19.0,204,3
49.082352941176474,84.0,0,1
72.04081632653062,48.0,122,1
17.375,15.0,0,0
304.37142857142857,34.0,77,3
0.0,47.0,0,1
99.06896551724138,28.0,13,0
16.42105263157895,18.0,1,0
0.0576923076923076,51.0,2,1
65.06818181818181,43.0,1,1
56.10144927536232,68.0,0,1
2.411764705882353,50.0,1,1
29.823529411764707,67.0,1,1
0.0,27.0,0,0
70.03571428571429,27.0,0,0
224.1153846153846,25.0,85,3
386.0,9.0,105,3
301.85714285714283,6.0,0,3
183.24444444444444,44.0,87,1
12.24,24.0,0,0
282.8888888888889,35.0,203,3
434.1142857142857,69.0,29,3
101.83783783783784,36.0,16,0
41.7536231884058,68.0,4,1
134.203125,63.0,35,1
0.0,25.0,0,0
38.642857142857146,13.0,3,0
5.303571428571429,55.0,4,1
0.0,49.0,0,1
0.8928571428571429,27.0,0,0
482.09859154929575,70.0,319,3
11.133333333333333,14.0,1,0
0.0,30.0,0,0
123.13432835820896,66.0,19,1
227.4782608695652,22.0,1,0
1.0476190476190477,41.0,3,0
2.517857142857143,55.0,0,1
136.5,37.0,27,0
0.0,56.0,0,1
2.148936170212766,46.0,0,1
34.67948717948718,77.0,2,1
150.36363636363637,54.0,0,1
53.333333333333336,23.0,81,0
78.68181818181819,21.0,20,0
0.6829268292682927,40.0,2,0
86.03333333333333,29.0,0,0
459.55357142857144,55.0,1,3
5.958333333333333,23.0,1,0
20.953488372093023,42.0,14,1
93.8181818181818,32.0,13,0
77.7948717948718,38.0,315,0
344.58620689655174,28.0,200,3
6.055555555555555,53.0,0,1
156.44117647058823,67.0,85,1
0.7692307692307693,38.0,2,0
57.85,39.0,13,0
23.875,15.0,219,0
49.282051282051285,38.0,38,0
27.208333333333332,23.0,428,0
0.0,41.0,0,0
10.370786516853933,88.0,0,1
32.734693877551024,48.0,5,1
325.64102564102564,38.0,279,3
11.884615384615383,25.0,148,0
22.47619047619047,41.0,25,0
18.15686274509804,50.0,2,1
76.88888888888889,35.0,7,0
325.8831168831169,76.0,1,3
0.0,37.0,0,0
22.764705882352946,16.0,124,0
1.2641509433962264,52.0,45,1
29.145833333333332,47.0,125,1
310.8225806451613,61.0,16,3
96.80555555555556,35.0,23,0
33.589285714285715,55.0,1,1
485.8333333333333,77.0,0,3
87.0,65.0,0,1
287.37931034482756,28.0,16,3
340.07142857142856,41.0,110,3
0.0303030303030303,32.0,0,0
32.76744186046512,42.0,0,1
304.7741935483871,30.0,23,3
483.7916666666667,23.0,35,3
0.0,50.0,0,1
102.52380952380952,20.0,0,0
6.0,62.0,0,1
222.5245901639344,60.0,604,2
164.59259259259258,26.0,80,0
10.361702127659576,46.0,0,1
25.714285714285715,48.0,207,1
409.1111111111111,8.0,20,3
0.28125,31.0,0,0
156.5151515151515,32.0,5,0
222.77272727272728,43.0,15,3
0.0273972602739726,72.0,2,1
456.9714285714286,34.0,840,2
6.205128205128205,38.0,10,0
68.0,36.0,0,0
113.04166666666669,71.0,77,1
469.5357142857143,55.0,0,3
46.95454545454545,21.0,3,0
0.081967213114754,60.0,0,1
0.0,21.0,0,0
449.2089552238806,66.0,89,3
131.6551724137931,57.0,2,1
10.225806451612904,30.0,30,0
327.44444444444446,44.0,213,3
408.125,15.0,0,3
8.214285714285714,13.0,0,0
94.3,49.0,0,1
31.035087719298247,56.0,9,1
337.21875,31.0,87,3
407.825,39.0,9,3
8.5,5.0,0,0
0.0,52.0,0,1
0.0,21.0,0,0
0.0163934426229508,60.0,0,1
47.35616438356164,72.0,238,1
0.0,44.0,0,1
111.0,22.0,1,0
60.214285714285715,27.0,7,0
412.0,24.0,32,3
63.26923076923077,25.0,725,2
55.166666666666664,11.0,24,0
120.2,24.0,78,0
283.4102564102564,38.0,37,3
7.0,18.0,6,0
27.5625,31.0,0,0
272.2631578947368,18.0,0,3
0.5,35.0,2,0
3.5,37.0,45,0
108.91666666666669,11.0,0,0
51.14634146341464,40.0,22,0
126.0,45.0,164,1
259.4,64.0,196,3
337.0,26.0,14,3
30.448979591836736,48.0,80,1
215.30841121495328,106.0,17,1
391.075,39.0,0,3
339.3333333333333,38.0,79,3
152.84615384615384,25.0,241,0
7.135593220338983,58.0,12,1
1.3243243243243243,36.0,0,0
225.625,15.0,0,0
154.85714285714286,6.0,0,0
5.59375,31.0,2,0
246.62857142857143,34.0,57,3
11.0,21.0,0,0
47.333333333333336,53.0,3,1
4.305555555555555,35.0,5,0
1.44,24.0,0,0
8.891891891891891,36.0,2,0
259.85714285714283,6.0,8,0
215.8571428571429,6.0,57,0
2.6,54.0,0,1
153.19607843137254,50.0,405,1
92.31372549019608,50.0,777,2
437.6774193548387,61.0,4,3
150.98360655737704,60.0,0,1
18.724137931034484,57.0,0,1
4.930232558139535,42.0,4,1
0.0,39.0,0,0
69.91666666666667,47.0,0,1
175.15217391304347,45.0,0,1
196.88888888888889,44.0,19,3
0.0,4.0,0,0
2.676470588235294,33.0,0,0
5.828947368421052,75.0,0,1
3.1041666666666665,47.0,10,1
15.791666666666666,47.0,4,1
256.29411764705884,33.0,54,3
55.719298245614034,56.0,1,1
56.94736842105263,56.0,165,1
7.121212121212121,32.0,24,0
127.65217391304348,22.0,8,0
366.1764705882353,16.0,45,3
377.225,39.0,154,3
24.941176470588236,16.0,14,0
1.690909090909091,54.0,10,1
6.0,18.0,1,0
117.98780487804878,81.0,54,1
358.969696969697,32.0,58,3
102.25490196078432,50.0,82,1
1.0416666666666667,23.0,16,0
0.0961538461538461,51.0,0,1
21.035714285714285,55.0,2,1
147.63636363636363,10.0,17,0
16.666666666666668,56.0,56,1
454.6818181818182,21.0,0,3
2.482142857142857,55.0,34,1
316.42857142857144,41.0,318,3
32.73913043478261,45.0,7,1
9.136363636363637,21.0,3,0
200.71052631578948,37.0,1,3
0.225,39.0,4,0
13.807692307692308,25.0,58,0
144.4193548387097,61.0,13,1
309.6111111111111,17.0,0,3
7.885714285714286,34.0,18,0
0.0,22.0,0,0
367.11538461538464,25.0,382,3
4.708333333333333,47.0,0,1
27.15909090909091,43.0,27,1
0.0,65.0,0,1
30.609756097560975,40.0,25,0
280.36842105263156,56.0,9,3
38.87012987012987,76.0,39,1
431.7321428571428,55.0,228,3
0.5,51.0,0,1
19.03846153846154,51.0,31,1
3.076923076923077,25.0,25,0
273.4109589041096,72.0,10,3
293.3457943925234,106.0,50,1
380.3148148148149,53.0,5,3
193.83783783783784,36.0,100,3
0.0,67.0,16,1
419.6842105263158,37.0,120,3
54.95454545454545,43.0,24,1
4.705882352941177,67.0,24,1
63.916666666666664,23.0,0,0
88.29824561403508,56.0,22,1
3.671232876712329,72.0,0,1
18.850746268656717,66.0,298,1
30.85,19.0,16,0
91.35,39.0,0,0
28.34722222222222,71.0,2,1
80.44444444444444,17.0,37,0
0.0,51.0,0,1
115.7457627118644,58.0,3,1
0.0,13.0,1,0
1.0625,15.0,3,0
1.6666666666666667,50.0,0,1
243.2,34.0,27,3
0.0,22.0,0,0
489.8,24.0,452,3
261.44117647058823,33.0,13,3
27.5,41.0,7,0
17.68421052631579,37.0,126,0
8.5,11.0,4,0
20.818181818181817,43.0,309,1
4.188679245283019,52.0,2,1
27.372881355932204,58.0,0,1
31.576923076923077,25.0,241,0
0.0,25.0,0,0
0.0,31.0,0,0
114.57692307692308,25.0,71,0
356.40909090909093,21.0,95,3
339.7551020408163,48.0,0,3
436.17241379310343,57.0,0,3
42.71739130434783,45.0,6,1
107.70270270270272,36.0,35,0
270.265306122449,48.0,969,2
513.1666666666666,29.0,27,3
262.609756097561,40.0,87,3
2.0816326530612246,48.0,25,1
1.2884615384615383,51.0,5,1
91.6734693877551,48.0,0,1
350.35714285714283,13.0,0,3
40.57692307692308,25.0,262,0
113.0,57.0,2,1
23.375,71.0,2,1
64.12280701754386,56.0,27,1
58.355555555555554,44.0,17,1
1.0,63.0,16,1
6.722222222222222,35.0,4,0
18.3953488372093,42.0,0,1
0.0,25.0,1,0
8.943396226415095,52.0,4,1
35.10344827586207,86.0,0,1
83.19402985074628,66.0,0,1
212.2,64.0,28,1
160.59677419354838,61.0,50,1
210.28358208955223,66.0,11,1
315.2950819672131,60.0,20,3
9.25373134328358,66.0,5,1
433.88,24.0,25,3
25.7027027027027,36.0,0,0
0.0,32.0,0,0
5.098360655737705,60.0,11,1
25.6,14.0,24,0
246.6941176470588,84.0,3,1
256.5681818181818,43.0,0,3
199.41176470588235,50.0,4,1
72.98076923076923,51.0,111,1
9.944444444444445,17.0,2,0
65.31428571428572,34.0,7,0
3.1666666666666665,11.0,5,0
0.0,35.0,0,0
3.5,9.0,0,0
0.1666666666666666,29.0,1,0
24.31578947368421,37.0,15,0
40.65217391304348,22.0,147,0
26.403225806451612,61.0,0,1
67.11111111111111,17.0,3,0
12.5,49.0,0,1
18.513513513513512,36.0,6,0
41.15151515151515,65.0,386,1
16.916666666666668,11.0,0,0
35.91428571428571,34.0,47,0
8.173333333333334,74.0,1,1
57.94285714285714,34.0,3,0
351.2903225806452,30.0,66,3
109.26,49.0,4,1
10.322033898305085,58.0,20,1
0.0,11.0,0,0
274.1111111111111,8.0,694,2
16.442307692307693,51.0,0,1
12.25,63.0,75,1
106.17647058823528,33.0,0,0
274.0952380952381,41.0,74,3
72.33333333333333,26.0,0,0
321.3333333333333,20.0,3,3
0.7857142857142857,27.0,0,0
355.61538461538464,12.0,28,3
159.16666666666666,11.0,0,0
16.166666666666668,71.0,0,1
15.212765957446807,46.0,1,1
189.06451612903223,30.0,292,3
6.372549019607843,50.0,20,1
491.1470588235294,33.0,8,3
1.8235294117647056,33.0,0,0
15.8,14.0,13,0
76.4375,15.0,118,0
6.87719298245614,56.0,0,1
267.7647058823529,16.0,0,3
0.4126984126984127,62.0,0,1
114.14285714285714,20.0,3,0
3.388888888888889,35.0,1,0
5.777777777777778,44.0,3,1
386.625,23.0,95,3
22.25,15.0,6,0
57.333333333333336,59.0,6,1
0.0,40.0,0,0
431.4035087719298,56.0,247,3
50.48,49.0,3,1
0.0,64.0,0,1
68.3125,31.0,645,2
28.661290322580644,61.0,0,1
0.1,19.0,0,0
95.69565217391305,22.0,83,0
235.08860759493672,78.0,0,1
0.0,23.0,0,0
81.8,69.0,1,1
0.0,38.0,0,0
302.0,71.0,35,3
0.0,39.0,0,0
395.14,49.0,20,3
7.541666666666667,47.0,0,1
30.58139534883721,42.0,24,1
39.1875,47.0,0,1
409.72222222222223,17.0,0,3
237.6,19.0,6,0
65.3,9.0,0,0
36.86206896551724,28.0,0,0
63.142857142857146,6.0,0,0
38.083333333333336,35.0,0,0
2.549019607843137,50.0,0,1
24.41860465116279,42.0,9,1
50.59183673469388,48.0,0,1
7.5,13.0,52,0
440.1090909090909,54.0,27,3
140.75,23.0,0,0
152.14285714285714,55.0,0,1
76.87837837837837,73.0,0,1
235.68965517241375,86.0,215,1
15.821428571428571,55.0,0,1
134.25,47.0,0,1
30.92063492063492,62.0,0,1
4.217391304347826,22.0,0,0
0.0,4.0,0,0
8.444444444444445,17.0,12,0
0.0869565217391304,45.0,0,1
3.135135135135135,73.0,1,1
0.4285714285714285,41.0,0,0
0.0,45.0,0,1
6.271604938271605,80.0,0,1
224.57142857142856,20.0,27,0
0.0,44.0,0,1
0.0,11.0,9,0
0.6,34.0,0,0
22.28409090909091,87.0,224,1
51.30555555555556,35.0,23,0
393.8222222222222,44.0,0,3
0.0,29.0,0,0
14.98360655737705,60.0,107,1
136.5806451612903,61.0,0,1
0.7543859649122807,56.0,0,1
101.73333333333332,29.0,69,0
202.79166666666663,47.0,32,3
103.45454545454544,54.0,5,1
125.71739130434784,45.0,25,1
10.416666666666666,59.0,102,1
0.0,45.0,0,1
2.2903225806451615,30.0,14,0
0.0,35.0,0,0
1.702127659574468,46.0,1,1
364.28,24.0,1,3
412.4,34.0,550,2
3.6511627906976742,42.0,9,1
53.5,31.0,104,0
11.807692307692308,51.0,0,1
145.55555555555554,17.0,0,0
4.5,33.0,14,0
6.25,7.0,0,0
181.3703703703704,26.0,8,0
373.0,78.0,468,3
267.25,59.0,57,3
55.35087719298246,56.0,3,1
245.25,75.0,62,1
0.2307692307692307,38.0,5,0
295.5686274509804,50.0,13,3
39.214285714285715,13.0,1,0
223.1176470588235,16.0,18,0
62.25,55.0,0,1
138.56716417910448,66.0,25,1
29.72340425531915,46.0,14,1
31.22222222222222,35.0,20,0
57.506493506493506,76.0,19,1
28.208333333333332,47.0,297,1
69.96923076923076,64.0,0,1
2.2857142857142856,62.0,0,1
365.59090909090907,21.0,41,3
20.390625,63.0,8,1
285.4901960784314,50.0,6,3
258.94871794871796,38.0,0,3
5.173913043478261,22.0,4,0
45.98,49.0,103,1
47.44230769230769,51.0,127,1
79.1219512195122,81.0,0,1
69.05882352941177,67.0,153,1
217.85333333333332,74.0,1,1
201.7,19.0,0,0
1.625,7.0,0,0
509.88235294117646,16.0,73,3
10.966666666666669,29.0,4,0
42.391304347826086,45.0,0,1
7.055555555555555,35.0,0,0
188.46774193548387,61.0,477,1
0.0,46.0,0,1
