net_user,age,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,subscription_spending_$,posts,playlists,shouts,adopter,tenure,good_country,age_category,gender,songsListened_monthly,social_activity
werwolll29,18.0,19.0,19.6875,0.533333333,4.0,1.0,25447,97,2,1,73.0,0,30.0,False,Teens,Female,820.8709677419355,76.0
wesaysummerr,15.0,22.0,19.94117647,0.25,6.0,0.0,16888,277,0,0,21.0,0,26.0,Unknown,Teens,Female,625.4814814814815,21.0
wesleslie,,36.0,21.66666667,0.4,7.0,0.0,19020,6,0,0,13.0,0,24.0,True,Unknown,Male,760.8,13.0
wesleyhf,18.0,9.0,23.14285714,0.571428571,1.0,0.0,18386,49,0,0,1.0,0,15.0,False,Teens,Male,1149.125,1.0
wesleylau,,34.0,20.27777778,0.434782609,6.0,0.0,61505,105,2,0,37.0,0,50.0,Unknown,Unknown,Male,1205.9803921568628,39.0
wess06,,25.0,21.58823529,0.631578947,2.0,1.0,38778,3,0,1,96.0,0,61.0,True,Unknown,Male,625.4516129032259,97.0
wessel_,21.0,8.0,20.0,0.333333333,1.0,0.0,29430,16,0,0,10.0,0,10.0,False,Adults,Male,2675.4545454545455,10.0
wesselll,,12.0,18.375,0.333333333,6.0,1.0,13326,23,0,0,33.0,0,15.0,Unknown,Unknown,Male,832.875,33.0
weste0023,21.0,3.0,20.0,0.5,1.0,0.0,19255,114,0,0,3.0,0,27.0,True,Adults,Female,687.6785714285714,3.0
wetheocean,,15.0,22.88888889,0.272727273,7.0,0.0,60298,35,0,0,,0,43.0,False,Unknown,Male,1370.409090909091,
wettkoenig,,10.0,21.57142857,0.833333333,2.0,0.0,29992,78,0,0,6.0,0,24.0,True,Unknown,Male,1199.68,6.0
wezarscrew,26.0,40.0,27.06896552,0.4,13.0,3.0,61138,347,18,1,531.0,0,82.0,False,Adults,Female,736.6024096385543,550.0
wgm5,23.0,40.0,27.42307692,0.757575758,13.0,0.0,31986,97,0,1,5.0,0,46.0,True,Adults,Male,680.5531914893617,6.0
whagatec,22.0,13.0,23.0,1.0,2.0,0.0,41384,353,1,0,149.0,0,45.0,False,Adults,Female,899.6521739130435,150.0
what_about_love,21.0,27.0,22.73913044,0.625,3.0,0.0,33801,115,4,1,16.0,0,38.0,False,Adults,Female,866.6923076923077,21.0
whatabout_ken,27.0,8.0,21.85714286,0.571428571,5.0,1.0,23429,75,0,0,7.0,0,28.0,True,Adults,Male,807.8965517241379,7.0
whatapity,21.0,28.0,24.09090909,0.608695652,5.0,1.0,86445,25,5,0,69.0,0,70.0,True,Adults,Female,1217.5352112676057,74.0
whatdidyousay,,6.0,20.5,1.0,1.0,0.0,31369,3,0,1,4.0,0,44.0,True,Unknown,Female,697.0888888888888,5.0
whateverpoli,21.0,1.0,22.0,,1.0,0.0,52770,0,0,0,1.0,0,27.0,True,Adults,Female,1884.642857142857,1.0
whatsername3,17.0,22.0,17.2,0.190476191,12.0,0.0,16934,42,5,0,26.0,0,15.0,False,Teens,Male,1058.375,31.0
whattodoatnight,,54.0,21.43589744,0.444444444,14.0,3.0,92831,223,0,5,,0,38.0,False,Unknown,Unknown,2380.2820512820513,
whatwildecstasy,,4.0,24.0,0.25,2.0,0.0,22615,0,0,0,2.0,0,34.0,False,Unknown,Female,646.1428571428571,2.0
wheelan,18.0,18.0,22.28571429,0.642857143,2.0,2.0,24302,35,0,0,23.0,0,34.0,True,Teens,Female,694.3428571428572,23.0
whereaml,17.0,7.0,19.75,0.4,5.0,0.0,46383,27,23,1,15.0,0,39.0,False,Teens,Male,1159.575,39.0
whichwhich,,2.0,24.0,1.0,1.0,0.0,30248,3,0,0,2.0,0,46.0,Unknown,Unknown,Unknown,643.5744680851063,2.0
whimwhimwhimsy,23.0,9.0,24.28571429,0.833333333,4.0,0.0,12399,30,0,0,7.0,0,6.0,False,Adults,Female,1771.2857142857142,7.0
whiradn,26.0,4.0,27.66666667,0.5,2.0,0.0,59218,0,0,0,3.0,0,69.0,False,Adults,Male,845.9714285714285,3.0
whirlking,,1.0,,,0.0,0.0,12254,0,0,0,1.0,0,21.0,Unknown,Unknown,Unknown,557.0,1.0
white-on-red,18.0,12.0,18.45454546,0.727272727,2.0,0.0,13139,68,0,0,6.0,0,5.0,False,Teens,Male,2189.8333333333335,6.0
white_dunks,28.0,31.0,27.04761905,0.739130435,10.0,2.0,15795,96,1,0,,0,20.0,True,Adults,Female,752.1428571428571,
whitebambi,20.0,13.0,20.33333333,0.769230769,2.0,0.0,14588,30,0,0,11.0,0,25.0,True,Teens,Female,561.0769230769231,11.0
whitebeacon,,10.0,31.0,0.625,2.0,0.0,46508,125,0,1,2.0,0,54.0,Unknown,Unknown,Male,845.6,3.0
whitedimari,22.0,3.0,22.0,0.5,2.0,0.0,62831,2,0,1,3.0,0,66.0,True,Adults,Male,937.776119402985,4.0
whitelines_,19.0,12.0,22.25,0.5,4.0,1.0,25976,117,0,0,15.0,0,45.0,True,Teens,Female,564.695652173913,15.0
whiteriot13,,10.0,27.16666667,0.777777778,1.0,1.0,38796,0,0,0,12.0,0,56.0,True,Unknown,Male,680.6315789473684,12.0
whitevladis,22.0,48.0,21.91176471,0.488372093,3.0,1.0,78464,25,16,1,17.0,0,51.0,False,Adults,Male,1508.923076923077,34.0
whits91,20.0,24.0,23.31578947,0.2,6.0,0.0,161260,138,8,0,105.0,0,52.0,True,Teens,Female,3042.6415094339623,113.0
whittybits,21.0,30.0,20.95454546,0.185185185,6.0,2.0,31038,79,0,0,13.0,0,11.0,False,Adults,Female,2586.5,13.0
whizkid1211,19.0,5.0,19.0,1.0,2.0,0.0,40514,122,0,0,0.0,0,55.0,True,Teens,Male,723.4642857142857,0.0
whmitchell,21.0,27.0,19.66666667,0.461538462,9.0,0.0,128265,401,0,0,21.0,0,23.0,True,Adults,Male,5344.375,21.0
whoaugh,18.0,9.0,18.44444444,0.444444444,1.0,1.0,12906,19,0,0,7.0,0,16.0,False,Teens,Male,759.1764705882352,7.0
whoistr,,28.0,26.95238095,0.666666667,8.0,3.0,67590,0,0,0,2.0,0,47.0,False,Unknown,Male,1408.125,2.0
wholikespotatoe,22.0,8.0,21.71428571,0.571428571,3.0,0.0,91280,7,0,0,7.0,0,49.0,False,Adults,Male,1825.6,7.0
whooalady,20.0,5.0,25.25,0.75,2.0,1.0,60562,0,0,0,8.0,0,18.0,True,Teens,Female,3187.4736842105262,8.0
whooscer,,9.0,22.44444444,0.666666667,1.0,0.0,40128,0,0,0,3.0,0,53.0,False,Unknown,Male,743.1111111111111,3.0
whos_got_a,19.0,19.0,20.16666667,0.588235294,5.0,0.0,51485,1,0,1,7.0,0,44.0,True,Teens,Unknown,1144.111111111111,8.0
whudnall,,0.0,,,0.0,0.0,10695,332,0,0,0.0,0,16.0,Unknown,Unknown,Unknown,629.1176470588235,0.0
whyzack,26.0,27.0,23.5,0.692307692,2.0,0.0,30579,45,0,0,4.0,0,58.0,False,Adults,Male,518.2881355932203,4.0
wibbly_pig,23.0,1.0,23.0,0.0,1.0,0.0,38638,41,0,0,6.0,0,47.0,True,Adults,Female,804.9583333333334,6.0
wibras,,1.0,19.0,1.0,1.0,0.0,9978,3,0,0,1.0,0,15.0,Unknown,Unknown,Unknown,623.625,1.0
wichura77,20.0,11.0,19.88888889,0.3,2.0,0.0,22302,124,0,0,15.0,0,19.0,False,Teens,Male,1115.1,15.0
wicked089,34.0,12.0,34.0,0.7,2.0,0.0,148186,7,0,1,2.0,0,83.0,True,Adults,Male,1764.1190476190477,3.0
wicked_one_777,28.0,28.0,26.45833333,0.625,5.0,1.0,132953,1607,15,1,11.0,0,75.0,False,Adults,Male,1749.3815789473683,27.0
wickeda_sd,25.0,12.0,25.54545455,0.818181818,2.0,1.0,74370,1086,1,1,66.0,0,58.0,True,Adults,Male,1260.5084745762713,68.0
wickedfork,23.0,41.0,22.33333333,0.542857143,4.0,0.0,34994,133,1,0,,0,43.0,False,Adults,Male,795.3181818181819,
wickedkid,19.0,4.0,22.33333333,0.666666667,1.0,0.0,36632,233,2,0,3.0,0,49.0,True,Teens,Female,732.64,5.0
wickedliar,21.0,7.0,22.0,1.0,1.0,0.0,27706,158,3,0,3.0,0,11.0,False,Adults,Female,2308.8333333333335,6.0
widelcov,,20.0,20.76923077,0.842105263,2.0,0.0,51950,5,0,1,,0,44.0,False,Unknown,Male,1154.4444444444443,
wieloryb,29.0,26.0,28.18181818,0.727272727,4.0,1.0,42782,3,8,1,96.0,0,70.0,False,Adults,Male,602.5633802816901,105.0
wieringa,25.0,73.0,24.43478261,0.909090909,4.0,0.0,84494,177,0,1,86.0,0,70.0,False,Adults,Male,1190.056338028169,87.0
wietseboer,21.0,10.0,22.14285714,0.857142857,1.0,1.0,14961,3,0,1,14.0,0,17.0,False,Adults,Male,831.1666666666666,15.0
wigglytaw,,2.0,,,0.0,0.0,17277,16,0,0,,0,14.0,Unknown,Unknown,Female,1151.8,
wiib,,7.0,21.2,0.6,2.0,0.0,36322,0,0,0,1.0,0,39.0,Unknown,Unknown,Unknown,908.05,1.0
wiiictor,21.0,5.0,23.0,0.8,4.0,0.0,21333,0,0,0,5.0,0,23.0,False,Adults,Male,888.875,5.0
wiiiudc_,18.0,10.0,23.5,0.666666667,4.0,0.0,25021,5,0,1,4.0,0,11.0,False,Teens,Male,2085.0833333333335,5.0
wikkeh,18.0,14.0,21.22222222,0.75,6.0,0.0,55050,104,0,1,21.0,0,53.0,False,Teens,Male,1019.4444444444445,22.0
wiktorr90,,2.0,21.5,1.0,1.0,0.0,39493,23,0,0,2.0,0,41.0,Unknown,Unknown,Unknown,940.3095238095239,2.0
wilblak,,8.0,22.5,0.571428571,2.0,1.0,43704,375,0,0,1.0,0,19.0,True,Unknown,Male,2185.2,1.0
wild_butcher,20.0,125.0,21.90588235,0.476635514,20.0,5.0,59559,62,0,1,173.0,0,31.0,False,Teens,Male,1861.21875,174.0
wildeulsan,,2.0,28.0,1.0,2.0,0.0,14148,0,0,1,1.0,0,9.0,Unknown,Unknown,Unknown,1414.8,2.0
wilfred80,,11.0,24.0,0.666666667,5.0,0.0,39059,756,0,1,5.0,0,51.0,True,Unknown,Male,751.1346153846154,6.0
wilfred_owen,19.0,12.0,20.5,0.416666667,5.0,0.0,21882,125,0,1,20.0,0,24.0,True,Teens,Female,875.28,21.0
willbullock3,,0.0,,,0.0,0.0,17169,0,0,0,1.0,0,28.0,Unknown,Unknown,Unknown,592.0344827586207,1.0
willcalhoun7,,1.0,18.0,1.0,1.0,0.0,14975,8,0,0,1.0,0,18.0,False,Unknown,Male,788.1578947368421,1.0
willcolebatch,18.0,34.0,20.90909091,0.666666667,1.0,0.0,33354,0,10,0,18.0,0,55.0,False,Teens,Male,595.6071428571429,28.0
willhummel,,2.0,21.0,1.0,0.0,0.0,6879,0,0,0,3.0,0,12.0,Unknown,Unknown,Unknown,529.1538461538462,3.0
williamdemofox,,1.0,,,1.0,0.0,30971,57,0,0,0.0,0,9.0,Unknown,Unknown,Unknown,3097.1,0.0
williammccaskey,32.0,1.0,39.0,1.0,1.0,0.0,44620,32,0,1,2.0,0,45.0,True,Adults,Male,970.0,3.0
williammunny,28.0,3.0,28.0,1.0,3.0,0.0,57494,90,1,1,0.0,0,81.0,False,Adults,Male,701.1463414634146,2.0
williamt,32.0,0.0,,,0.0,0.0,42160,1186,7,1,3.0,0,68.0,True,Adults,Male,611.0144927536232,11.0
willjd,,1.0,27.0,0.0,0.0,0.0,24487,6,0,0,0.0,0,41.0,Unknown,Unknown,Unknown,583.0238095238095,0.0
willliewonka,,161.0,20.31746032,0.472972973,22.0,1.0,40489,508,12,0,192.0,0,41.0,False,Unknown,Male,964.0238095238095,204.0
willmansor,20.0,25.0,20.75,0.5,7.0,0.0,36238,97,0,0,62.0,0,36.0,False,Teens,Male,979.4054054054054,62.0
willone,22.0,45.0,24.87096774,0.810810811,6.0,1.0,95714,1345,12,29,106.0,0,63.0,False,Adults,Male,1495.53125,147.0
willowbear1228,,119.0,22.85858586,0.740740741,22.0,7.0,141267,86,12,0,203.0,0,13.0,True,Unknown,Female,10090.5,215.0
willscrlt,41.0,12.0,33.71428571,0.9,5.0,0.0,433133,579,1,0,7.0,0,50.0,True,MiddleAged,Male,8492.803921568628,8.0
willwillwill,,8.0,20.0,0.833333333,1.0,0.0,59694,53,1,0,3.0,0,76.0,True,Unknown,Male,775.2467532467532,4.0
willyeverman,15.0,5.0,16.0,0.25,1.0,0.0,10160,13,0,0,3.0,0,17.0,True,Teens,Male,564.4444444444445,3.0
willzord,24.0,7.0,22.75,1.0,1.0,0.0,18976,8,0,0,1.0,0,16.0,True,Adults,Male,1116.235294117647,1.0
wilmie,21.0,42.0,22.75757576,0.783783784,14.0,0.0,54384,4,0,1,26.0,0,68.0,False,Adults,Female,788.1739130434783,27.0
wilson_bier,24.0,6.0,26.0,,1.0,0.0,146395,79,0,1,2.0,0,44.0,True,Adults,Male,3253.222222222222,3.0
wilwa,23.0,31.0,23.73684211,0.653846154,9.0,5.0,96994,538,448,0,382.0,0,72.0,False,Adults,Female,1328.6849315068494,830.0
wilze221,21.0,10.0,27.22222222,0.555555556,1.0,2.0,78586,80,0,0,57.0,0,35.0,True,Adults,Male,2182.9444444444443,57.0
winckle,22.0,34.0,22.9,0.741935484,8.0,2.0,49399,35,1,1,30.0,0,65.0,True,Adults,Male,748.469696969697,32.0
windsofhate,21.0,70.0,20.15384615,0.555555556,27.0,3.0,25229,0,3,0,539.0,0,17.0,False,Adults,Male,1401.611111111111,542.0
windy_town,,1.0,,1.0,0.0,0.0,83464,191,0,1,3.0,0,41.0,True,Unknown,Male,1987.2380952380952,4.0
wing_0,,1.0,,,1.0,0.0,68160,0,0,0,6.0,0,61.0,False,Unknown,Unknown,1099.3548387096773,6.0
wingedowl,17.0,3.0,17.66666667,0.666666667,1.0,0.0,10679,49,0,0,3.0,0,5.0,False,Teens,Male,1779.8333333333333,3.0
wingsof_emerald,19.0,31.0,21.125,0.76,7.0,0.0,64530,1,10,1,79.0,0,48.0,False,Teens,Female,1316.938775510204,90.0
wingsoftoast,38.0,12.0,31.875,0.857142857,4.0,3.0,66997,1856,6,2,15.0,0,53.0,Unknown,Adults,Male,1240.6851851851852,23.0
winlentia,,2.0,21.0,1.0,1.0,0.0,11919,155,0,0,0.0,0,13.0,Unknown,Unknown,Unknown,851.3571428571429,0.0
winnerfurtado,16.0,25.0,19.61904762,0.565217391,5.0,0.0,12506,214,0,0,16.0,0,4.0,False,Teens,Male,2501.2,16.0
winnie_evalee,20.0,86.0,21.13333333,0.527777778,12.0,4.0,59258,54,248,1,238.0,0,71.0,False,Teens,Female,823.0277777777778,487.0
winperator,25.0,16.0,23.16666667,0.625,5.0,0.0,89832,17,1,1,63.0,0,82.0,True,Adults,Male,1082.313253012048,65.0
winry-sama,18.0,12.0,20.83333333,0.636363636,3.0,0.0,17182,284,0,0,2.0,0,31.0,False,Teens,Female,536.9375,2.0
winstonbox,27.0,57.0,29.67441861,0.433962264,16.0,12.0,58955,923,0,1,2.0,0,50.0,False,Adults,Male,1155.9803921568628,3.0
winterfullmoon,28.0,36.0,30.17391304,0.823529412,15.0,1.0,36118,166,3,1,17.0,0,53.0,False,Adults,Female,668.8518518518518,21.0
wiolek92,19.0,22.0,19.25,0.190476191,5.0,1.0,30600,1,0,0,23.0,0,31.0,False,Teens,Female,956.25,23.0
wiolla92,19.0,52.0,19.16216216,0.509803922,6.0,0.0,35435,4,0,1,563.0,0,32.0,False,Teens,Female,1073.7878787878788,564.0
wirsindstark3,,15.0,22.66666667,0.8,4.0,0.0,29788,4,0,1,6.0,0,34.0,Unknown,Unknown,Unknown,851.0857142857143,7.0
wirthie666,19.0,6.0,20.2,1.0,2.0,0.0,16656,0,0,0,1.0,0,30.0,True,Teens,Male,537.2903225806451,1.0
wirus666,,21.0,23.125,0.222222222,7.0,2.0,38740,1,0,0,,0,24.0,False,Unknown,Male,1549.6,
wiseash,23.0,8.0,20.6,0.428571429,4.0,1.0,41395,93,0,0,22.0,0,32.0,True,Adults,Male,1254.3939393939395,22.0
wishiwastall,22.0,9.0,22.71428571,0.222222222,2.0,0.0,49792,21,0,1,6.0,0,66.0,Unknown,Adults,Female,743.1641791044776,7.0
wishmaster_998,26.0,1.0,29.0,0.0,1.0,0.0,6337,0,0,0,3.0,0,11.0,Unknown,Adults,Male,528.0833333333334,3.0
wistayler,16.0,33.0,17.9,0.466666667,4.0,0.0,11205,32,1,1,42.0,0,11.0,False,Teens,Male,933.75,44.0
witch92,19.0,71.0,20.70491803,0.776119403,14.0,2.0,81899,152,2,1,73.0,0,26.0,False,Teens,Female,3033.296296296296,76.0
witchiz,,14.0,37.25,0.833333333,7.0,4.0,28541,210,0,1,6.0,0,36.0,False,Unknown,Female,771.3783783783783,7.0
witchuck,16.0,1.0,15.0,1.0,1.0,0.0,10075,64,0,1,2.0,0,17.0,False,Teens,Male,559.7222222222222,3.0
witchwoodforest,26.0,17.0,29.54545455,0.625,6.0,0.0,42919,171,0,0,49.0,0,40.0,False,Adults,Male,1046.8048780487804,49.0
withinbeinradd,21.0,25.0,20.88888889,0.391304348,6.0,1.0,24476,2,0,0,11.0,0,40.0,True,Adults,Male,596.9756097560976,11.0
withmydick,,4.0,15.5,1.0,1.0,0.0,6746,0,0,0,4.0,0,9.0,Unknown,Unknown,Unknown,674.6,4.0
witnessofwonder,25.0,429.0,23.25882353,0.605597964,51.0,12.0,32668,62,4,1,201.0,0,29.0,False,Adults,Male,1088.9333333333334,206.0
witzah,19.0,2.0,18.0,0.5,2.0,0.0,16994,1,0,0,3.0,0,6.0,False,Teens,Male,2427.714285714286,3.0
wiuh,19.0,25.0,19.375,0.347826087,3.0,0.0,28381,47,1,1,79.0,0,54.0,False,Teens,Female,516.0181818181818,81.0
wiverus,21.0,39.0,21.19444444,0.705882353,10.0,0.0,41698,216,0,1,12.0,0,49.0,False,Adults,Male,833.96,13.0
wizardofradial,21.0,2.0,24.5,1.0,2.0,0.0,23404,15,0,0,1.0,0,10.0,True,Adults,Male,2127.6363636363635,1.0
wjd1990,21.0,36.0,20.07692308,0.483870968,14.0,1.0,54463,218,39,1,306.0,0,52.0,False,Adults,Male,1027.6037735849056,346.0
wkozuch,24.0,103.0,24.32098765,0.5,8.0,6.0,36764,77,449,1,733.0,0,65.0,False,Adults,Male,557.030303030303,1183.0
wkstirn,,1.0,,,0.0,0.0,33926,11,0,1,4.0,0,37.0,Unknown,Unknown,Unknown,892.7894736842105,5.0
wleight,,4.0,27.0,1.0,1.0,0.0,102689,0,0,0,2.0,0,42.0,Unknown,Unknown,Unknown,2388.1162790697676,2.0
wmk500,25.0,15.0,24.7,0.7,4.0,3.0,33157,42,7,1,37.0,0,60.0,True,Adults,Male,543.5573770491803,45.0
wmono,,0.0,,,0.0,0.0,13206,0,0,0,1.0,0,19.0,True,Unknown,Unknown,660.3,1.0
wnhubecky,27.0,40.0,25.32258065,0.777777778,4.0,1.0,43486,0,0,0,17.0,0,60.0,Unknown,Adults,Female,712.8852459016393,17.0
woahmmmmegan,23.0,14.0,22.66666667,0.545454546,3.0,1.0,31887,25,0,0,9.0,0,41.0,True,Adults,Female,759.2142857142857,9.0
woahthatsweird,,20.0,22.18181818,0.461538462,4.0,0.0,19576,22,0,0,3.0,0,27.0,True,Unknown,Male,699.1428571428571,3.0
woahwtffreya,16.0,33.0,19.07142857,0.533333333,15.0,0.0,66337,31,0,0,42.0,0,32.0,False,Teens,Female,2010.2121212121212,42.0
wodahunts1337,16.0,18.0,16.8,0.461538462,7.0,0.0,12049,113,0,1,70.0,0,20.0,True,Teens,Male,573.7619047619048,71.0
wodanswald,16.0,21.0,20.0,0.733333333,6.0,1.0,12511,41,4,0,95.0,0,20.0,True,Teens,Male,595.7619047619048,99.0
wodzianek,22.0,6.0,21.5,0.8,1.0,0.0,19152,48,0,0,2.0,0,34.0,False,Adults,Male,547.2,2.0
wodzuniu,21.0,10.0,22.14285714,0.9,1.0,0.0,16966,26,0,1,3.0,0,28.0,False,Adults,Male,585.0344827586207,4.0
woeisdiohannes,,53.0,17.67391304,0.54,13.0,0.0,34175,31,0,0,3.0,0,11.0,Unknown,Unknown,Male,2847.9166666666665,3.0
woizard,17.0,5.0,25.0,0.75,4.0,0.0,7888,114,0,2,2.0,0,14.0,True,Teens,Unknown,525.8666666666667,4.0
wojtuniooo,23.0,8.0,26.66666667,0.428571429,2.0,0.0,24528,151,0,1,0.0,0,31.0,False,Adults,Male,766.5,1.0
wojtz,17.0,53.0,18.83333333,0.425531915,6.0,0.0,40273,386,3,1,171.0,0,35.0,False,Teens,Male,1118.6944444444443,175.0
wolf-brother,22.0,3.0,23.0,0.5,2.0,1.0,31844,0,0,0,1.0,0,53.0,False,Adults,Male,589.7037037037037,1.0
wolfes,20.0,148.0,22.43478261,0.420634921,29.0,0.0,156407,33,2774,1,5181.0,0,66.0,False,Teens,Female,2334.4328358208954,7956.0
wolfheart1989,,3.0,22.0,0.666666667,2.0,0.0,26929,9,0,1,3.0,0,11.0,False,Unknown,Female,2244.0833333333335,4.0
wolfhearted,32.0,7.0,31.25,0.8,4.0,0.0,162315,36,0,0,21.0,0,82.0,False,Adults,Male,1955.6024096385543,21.0
wolfissimo,64.0,1.0,29.0,1.0,1.0,0.0,27190,1,0,1,1.0,0,31.0,True,Senior,Male,849.6875,2.0
wolfmansam,,2.0,32.0,0.5,2.0,0.0,18871,3,0,0,1.0,0,23.0,Unknown,Unknown,Unknown,786.2916666666666,1.0
wolfsong18,,1.0,,1.0,1.0,0.0,21370,0,0,1,1.0,0,38.0,Unknown,Unknown,Unknown,547.9487179487179,2.0
wolodask,38.0,2.0,29.0,1.0,1.0,0.0,32139,30,0,1,1.0,0,43.0,False,Adults,Male,730.4318181818181,2.0
wolvewere,22.0,8.0,29.2,0.666666667,2.0,1.0,44821,45,0,1,1.0,0,23.0,True,Adults,Female,1867.5416666666667,2.0
wombatfm,,3.0,21.5,0.5,1.0,0.0,41426,120,0,0,5.0,0,34.0,Unknown,Unknown,Unknown,1183.6,5.0
wonderboy-14,23.0,6.0,21.6,0.6,5.0,0.0,11058,8,0,0,1.0,0,19.0,True,Adults,Male,552.9,1.0
wonderfulcolor,24.0,17.0,22.1,0.384615385,1.0,0.0,46054,3,4,1,7.0,0,60.0,True,Adults,Male,754.983606557377,12.0
wonderfulfuture,,7.0,19.5,0.8,2.0,0.0,39493,7,0,0,15.0,0,47.0,Unknown,Unknown,Male,822.7708333333334,15.0
wongga,24.0,78.0,24.28301887,0.75,21.0,2.0,39294,1080,27,1,120.0,0,63.0,False,Adults,Female,613.96875,148.0
wonky-donkey,19.0,3.0,19.0,0.0,1.0,0.0,15675,0,0,0,4.0,0,14.0,False,Teens,Male,1045.0,4.0
woobrenda,19.0,11.0,21.11111111,0.727272727,6.0,0.0,50712,141,0,0,2.0,0,20.0,True,Teens,Female,2414.8571428571427,2.0
woodlandbeing,,2.0,22.0,0.5,1.0,0.0,9997,11,0,0,2.0,0,16.0,Unknown,Unknown,Female,588.0588235294117,2.0
woodworker,27.0,23.0,26.14285714,0.761904762,1.0,0.0,42363,299,12,1,29.0,0,79.0,True,Adults,Male,529.5375,42.0
woody-hxc,25.0,98.0,22.4556962,0.836956522,19.0,2.0,43956,50,0,1,209.0,0,45.0,True,Adults,Male,955.5652173913044,210.0
woody-xl,34.0,10.0,34.83333333,1.0,1.0,0.0,45659,21,1,1,13.0,0,58.0,False,Adults,Male,773.8813559322034,15.0
woody__,30.0,80.0,29.91525424,0.901408451,30.0,8.0,105107,1426,239,1,100.0,0,50.0,False,Adults,Male,2060.921568627451,340.0
wookashh,15.0,6.0,16.0,0.666666667,1.0,0.0,33752,291,0,0,11.0,0,18.0,False,Teens,Male,1776.421052631579,11.0
wooky92,,35.0,21.88888889,0.757575758,4.0,0.0,17200,184,0,1,56.0,0,19.0,True,Unknown,Male,860.0,57.0
woollenjumper,,6.0,,0.5,2.0,1.0,24681,23,0,0,1.0,0,38.0,Unknown,Unknown,Unknown,632.8461538461538,1.0
wop,36.0,4.0,24.5,0.5,3.0,2.0,65035,20,1,1,1.0,0,71.0,False,Adults,Male,903.2638888888889,3.0
wophimelzer,24.0,8.0,24.6,1.0,1.0,0.0,26185,784,0,0,,0,36.0,True,Adults,Male,707.7027027027027,
wordless_,18.0,15.0,20.78571429,0.692307692,2.0,0.0,13034,38,1,0,43.0,0,23.0,False,Teens,Female,543.0833333333334,44.0
wordofmouf,20.0,121.0,24.10752688,0.826086957,21.0,6.0,23008,456,5,0,8.0,0,32.0,True,Teens,Female,697.2121212121212,13.0
worekck,18.0,35.0,17.78571429,0.709677419,4.0,0.0,22663,151,0,0,16.0,0,19.0,False,Teens,Male,1133.15,16.0
workofpopart,,66.0,21.43636364,0.885245902,16.0,3.0,39588,61,0,1,32.0,0,35.0,Unknown,Unknown,Male,1099.6666666666667,33.0
worldmusicwoman,24.0,38.0,40.66666667,0.677419355,15.0,16.0,16594,1074,8,27,133.0,0,4.0,False,Adults,Female,3318.8,168.0
worm1nator,,0.0,,,0.0,0.0,24704,88,0,0,0.0,0,24.0,Unknown,Unknown,Unknown,988.16,0.0
worrum,28.0,9.0,25.28571429,0.777777778,3.0,2.0,48495,0,1,0,,0,72.0,False,Adults,Male,664.3150684931506,
wotews,42.0,1.0,21.0,1.0,1.0,0.0,125129,5,0,0,0.0,0,56.0,True,MiddleAged,Male,2195.245614035088,0.0
wouk,26.0,0.0,,,0.0,0.0,44804,1,0,0,2.0,0,70.0,False,Adults,Male,631.0422535211268,2.0
wouter014,16.0,7.0,16.8,0.666666667,1.0,0.0,11948,22,0,0,1.0,0,20.0,False,Teens,Male,568.952380952381,1.0
wouterwigman,,3.0,27.33333333,0.333333333,1.0,0.0,47334,0,0,0,2.0,0,48.0,False,Unknown,Male,966.0,2.0
wovibeno,20.0,16.0,19.83333333,0.533333333,2.0,0.0,71187,2,10,1,34.0,0,59.0,False,Teens,Male,1186.45,45.0
wowguilherme,18.0,37.0,18.73333333,0.371428571,4.0,1.0,18559,76,2,0,1.0,0,22.0,False,Teens,Male,806.9130434782609,3.0
wowr,23.0,35.0,21.34615385,0.617647059,1.0,0.0,113809,34,4,1,73.0,0,47.0,False,Adults,Male,2371.0208333333335,78.0
wowza606,21.0,13.0,21.0,0.333333333,4.0,0.0,17741,35,1,0,3.0,0,17.0,True,Adults,Female,985.6111111111111,4.0
wpearson01,,2.0,40.0,1.0,1.0,0.0,22701,33,0,0,1.0,0,41.0,Unknown,Unknown,Unknown,540.5,1.0
wr10,20.0,30.0,21.36363636,0.357142857,8.0,0.0,96204,38,0,1,40.0,0,52.0,False,Teens,Male,1815.1698113207547,41.0
wraithslotus,23.0,2.0,21.0,1.0,1.0,0.0,114360,2,2,1,10.0,0,69.0,True,Adults,Male,1633.7142857142858,13.0
wrath_88,23.0,45.0,23.60526316,0.923076923,3.0,1.0,79864,0,0,0,230.0,0,69.0,False,Adults,Male,1140.9142857142858,230.0
wraysk,,4.0,27.33333333,0.333333333,2.0,1.0,118711,257,1,1,4.0,0,46.0,True,Unknown,Unknown,2525.7659574468084,6.0
writemeletters,24.0,6.0,24.0,0.2,1.0,0.0,87806,33,0,1,40.0,0,77.0,True,Adults,Unknown,1125.7179487179487,41.0
writequit,31.0,9.0,26.0,1.0,3.0,0.0,65553,6,0,0,3.0,0,75.0,Unknown,Adults,Male,862.5394736842105,3.0
writerfux,21.0,9.0,19.75,0.666666667,1.0,1.0,30387,127,4,1,39.0,0,51.0,True,Adults,Male,584.3653846153846,44.0
writestheunsaid,,2.0,22.0,0.5,1.0,0.0,157982,110,0,0,0.0,0,41.0,True,Unknown,Female,3761.4761904761904,0.0
